Author,Name,Format,Price,Rating,Url
Мишель Бюсси,Время – убийца,аудиокнига,339.0,68.0,https://www.litres.ru/audiobook/mishel-bussi/vremya-ubiyca-30556238/
Нэнси Колиер,"Навязчивые мысли. Как прекратить бесконечный внутренний монолог, избавиться от негативных установок и обрести душевное спокойствие",аудиокнига,399.0,4.0,https://www.litres.ru/audiobook/nensi-kolier/navyazchivye-mysli-kak-prekratit-beskonechnyy-vnutrenniy-mono-67792053/
Ричард Шварц,Мои разные «я». Что такое субличности и как знание о них поможет проработать травмы и обрести внутреннюю целостность,аудиокнига,399.0,6.0,https://www.litres.ru/audiobook/richard-shvarc-21966/moi-raznye-ya-chto-takoe-sublichnosti-i-kak-znanie-o-67427330/
Алексей Иванов,Ёбург,аудиокнига,399.0,7.0,https://www.litres.ru/audiobook/aleksey-ivanov/eburg-69302857/
Максим Батырев; Николай Лазарев,Воодушевление отделов продаж. Инструменты нематериальной мотивации,аудиокнига,399.0,6.0,https://www.litres.ru/audiobook/maksim-batyrev/voodushevlenie-otdelov-prodazh-instrumenty-nematerialnoy-mo-67749740/
Сахара Роуз Кетаби,Дхарма. Услышать истинное «я» в большом мире и раскрыть свой безграничный потенциал,аудиокнига,399.0,4.0,https://www.litres.ru/audiobook/sahara-rose-ketabi/dharma-uslyshat-istinnoe-ya-v-bolshom-mire-i-raskryt-sv-68018915/
Линдер Кани,Тим Кук,аудиокнига,399.0,38.0,https://www.litres.ru/audiobook/leander-kahney/tim-kuk-51382756/
Райан Холидей,Препятствие как путь,аудиокнига,399.0,10.0,https://www.litres.ru/audiobook/rayan-holidey/prepyatstvie-kak-put-58005111/
Дэвид Гребер,"Утопия правил. О технологиях, глупости и тайном обаянии бюрократии",аудиокнига,119.0,3.0,https://www.litres.ru/audiobook/devid-greber/utopiya-pravil-o-tehnologiyah-gluposti-i-taynom-obayanii-buro-69128653/
Дэвид Гребер,Долг: первые 5000 лет истории,аудиокнига,339.0,3.0,https://www.litres.ru/audiobook/devid-greber/dolg-pervye-5000-let-istorii-69509059/
Урсула Ле Гуин,Слово для «леса» и «мира» одно,аудиокнига,249.0,4.0,https://www.litres.ru/audiobook/ursula-kreber-le-guin/slovo-dlya-lesa-i-mira-odno-68475745/
Зонке Аренс,Как делать полезные заметки. Эффективная система организации идей по методу Zettelkasten,аудиокнига,399.0,4.0,https://www.litres.ru/audiobook/sonke-ahrens/kak-delat-poleznye-zametki-effektivnaya-sistema-organizacii-i-66748818/
Бен Ламорт; Пол Нивен,Цели и ключевые результаты. Полное руководство по внедрению OKR,аудиокнига,399.0,4.0,https://www.litres.ru/audiobook/ben-lamort/celi-i-kluchevye-rezultaty-polnoe-rukovodstvo-po-vnedreniu-okr-64061126/
Килиан Жорнет,Нет ничего невозможного,аудиокнига,399.0,14.0,https://www.litres.ru/audiobook/kilian-zhornet/net-nichego-nevozmozhnogo-51142229/
Итан Кросс,Внутренний голос. Почему мы говорим с собой и как это на нас влияет,аудиокнига,399.0,4.0,https://www.litres.ru/audiobook/ethan-kross/vnutrenniy-golos-pochemu-my-govorim-s-soboy-i-kak-eto-na-nas-v-65086902/
Скотт Джеффри Миллер,Больше чем руководитель. 30 советов-вызовов для эффективного управления,аудиокнига,399.0,1.0,https://www.litres.ru/audiobook/scott-jeffrey-miller/bolshe-chem-rukovoditel-30-sovetov-vyzovov-dlya-effek-67427313/
